AVG_CPHL,AVG_DOX,AVG_PSAL,AVG_TEMP,bathymetry,BOT_CPHL,BOT_DOX,BOT_PSAL,BOT_TEMP,SUR_CPHL,SUR_DOX,SUR_PSAL,SUR_TEMP
0.039144911,234.1744537,38.83155823,14.9508152,-13.85001183,0.005140195,214.3598022,38.8198204,14.15507698,0.043748505,228.334549,38.78038406,16.53058052
0.03913803,234.171402,38.83158493,14.95052147,-18.8028183,0.005139281,214.3545074,38.81983185,14.15457535,0.043749511,228.3513031,38.78093719,16.54940414
0.039133027,234.1567535,38.83160019,14.95143318,-22.80146408,0.005133569,214.3450775,38.81983948,14.15405846,0.043761075,228.3737946,38.78099823,16.57034302
0.039131634,234.1403503,38.83160782,14.95263958,-24.32443237,0.005127039,214.3363953,38.81983948,14.15369415,0.043776494,228.3913727,38.78078842,16.5854969
0.039141495,234.1596222,38.83159256,14.95067501,-24.40846062,0.005134627,214.3473358,38.81983185,14.15415859,0.043771133,228.3612366,38.78111649,16.56305504
0.039153446,234.1638489,38.83156586,14.95049095,-17.55290604,0.005135869,214.3534546,38.81981659,14.15468597,0.043777157,228.3374939,38.78067398,16.54092789
0.039169081,234.1725922,38.83152771,14.9499445,-7.189325333,0.0051388,214.3628845,38.81979752,14.15540981,0.043782357,228.3038635,38.78019714,16.51028252
0.039177243,234.163681,38.83151245,14.95053959,-10.93839455,0.005135073,214.3606873,38.81978607,14.15547466,0.043799888,228.2999878,38.77980423,16.50672722
0.039180409,234.1809082,38.8315239,14.94789314,-22.76691437,0.005142563,214.3659668,38.8197937,14.15531921,0.043797743,228.2884369,38.78089523,16.50668335
0.039179511,234.1846313,38.83154297,14.94659901,-23.18141174,0.005144635,214.3643799,38.81980515,14.15492153,0.043802269,228.2935791,38.78167343,16.51857948
0.039186046,234.2064209,38.83153915,14.94429493,-19.8861599,0.005153376,214.3750763,38.81980133,14.15526104,0.043792497,228.2673035,38.78226471,16.50085258
0.039190274,234.1873016,38.83151245,14.94692135,-13.32096767,0.005144923,214.3705444,38.81978607,14.15555382,0.043805074,228.2699432,38.78099442,16.493927
0.039201301,234.1844788,38.83146286,14.94874001,-5.448261738,0.00514242,214.3774567,38.81975555,14.15655899,0.043803886,228.2433167,38.77947998,16.45874405
0.039202075,234.1350555,38.83142853,14.95489311,-0.23671484,0.005121382,214.3607483,38.81973267,14.15670395,0.043832514,228.2711334,38.77697372,16.46405602
0.039124612,234.1628418,38.83159637,14.95201397,-14.38042736,0.005136371,214.3490295,38.81984329,14.15432358,0.043738052,228.3762665,38.7806778,16.56490898
0.039125286,234.1566315,38.83160019,14.95230007,-20.65950394,0.005133705,214.3454895,38.81984329,14.15415955,0.043746363,228.3813934,38.7806778,16.57076263
0.039123379,234.1491241,38.83161545,14.95255184,-26.39710426,0.00513065,214.3401184,38.81984711,14.15383148,0.043754674,228.3926697,38.78083801,16.58302689
0.039122172,234.130722,38.83162308,14.9539032,-29.79002953,0.005123164,214.3304291,38.81984711,14.15343761,0.043772213,228.4113617,38.7806015,16.59930992
0.039125592,234.1257477,38.83161926,14.95401573,-29.65699005,0.005121099,214.3281403,38.81984329,14.15334702,0.043782782,228.4120789,38.7805748,16.601614
0.039133921,234.1363983,38.83160782,14.95272923,-28.67780876,0.005125294,214.3344116,38.81983566,14.15361214,0.043784365,228.3922272,38.78078842,16.58773232
0.039143778,234.1422577,38.83159256,14.95206356,-26.48150635,0.00512745,214.3395996,38.81982803,14.15394688,0.043789964,228.3728027,38.78069305,16.57208443
0.039155442,234.1508026,38.83156967,14.9511261,-22.08588982,0.005130668,214.3464508,38.81981659,14.15436077,0.043795232,228.3485718,38.78062057,16.55271339
0.039164983,234.1599579,38.83155823,14.94979382,-23.9602375,0.005134395,214.3518829,38.81980896,14.15456581,0.043800995,228.3296051,38.78087234,16.54055023
0.039169125,234.163681,38.83156204,14.94874477,-26.57837677,0.005136199,214.3525696,38.81980896,14.15443707,0.043808207,228.3251801,38.78130722,16.54207039
0.039170824,234.1616974,38.83156586,14.94829082,-25.01123428,0.005135715,214.3502197,38.81981277,14.15419292,0.043817304,228.3287506,38.78162003,16.54932213
0.039177604,234.1727295,38.83155823,14.94715691,-22.11942101,0.005139999,214.356781,38.81980896,14.15449333,0.043815367,228.3096771,38.78177261,16.53492165
0.039183822,234.1596222,38.83152771,14.94921398,-16.84047127,0.005133941,214.355484,38.81978989,14.15491295,0.043824859,228.3044128,38.78061295,16.52201843
0.039195843,234.159729,38.83147812,14.95071697,-5.40113163,0.005132641,214.3638611,38.81975937,14.15596581,0.043822531,228.2741699,38.7791748,16.48439407
0.039198268,234.1166534,38.83143997,14.95626831,0.337649584,0.005114145,214.3504028,38.81973267,14.15622997,0.04384746,228.2943115,38.77680206,16.48401451
0.039112706,234.1675568,38.83161545,14.95184326,-12.89414501,0.005138995,214.3484955,38.81985855,14.15408611,0.043720592,228.3908844,38.78103638,16.57655907
0.039113287,234.160675,38.83161926,14.95230865,-20.21693802,0.005135987,214.3450012,38.81985474,14.15396309,0.043728326,228.3958588,38.78094482,16.5813446
0.039113682,234.1472321,38.83162308,14.95325184,-28.81686783,0.005130214,214.338089,38.81985474,14.1537075,0.043742511,228.4068756,38.78076553,16.5914917
0.039115585,234.1361694,38.83162689,14.95391655,-32.61964035,0.005125406,214.3325043,38.81985092,14.15350437,0.04375663,228.4139557,38.78063583,16.59892082
0.039118644,234.1276398,38.83162689,14.95431995,-33.83491898,0.005121718,214.3283386,38.81984711,14.15335178,0.043770064,228.4177399,38.78055573,16.60387993
0.039123699,234.124588,38.83162308,14.95420265,-33.1621666,0.005120358,214.3272247,38.81984329,14.1533165,0.043780975,228.4144745,38.78056335,16.60336113
0.039130546,234.1272888,38.83161545,14.95355797,-31.706707,0.005121407,214.3292236,38.81983948,14.15340233,0.043788776,228.4040985,38.78066635,16.59727859
0.039139125,234.1356812,38.83160782,14.95239067,-30.65972328,0.005124789,214.3343201,38.81983185,14.15360832,0.043793421,228.3865814,38.78086853,16.58564186
0.039148428,234.1454773,38.83159256,14.95105839,-30.23953438,0.005128772,214.3401337,38.81982803,14.15383816,0.043797899,228.3671265,38.78110504,16.57271004
0.03915574,234.1483917,38.83158493,14.95031738,-29.80926704,0.005130053,214.3421783,38.81982422,14.15390396,0.043806743,228.356781,38.78124619,16.56707001
0.03916062,234.1435699,38.83158493,14.95027256,-28.243927,0.005128272,214.3399963,38.8198204,14.15379333,0.043820027,228.3567352,38.78126526,16.56949043
0.039164338,234.1372986,38.83158112,14.95043373,-26.2906971,0.005125877,214.3370514,38.81981659,14.15365982,0.043832783,228.3591461,38.78123474,16.57337952
0.039172612,234.1513367,38.83156967,14.9489975,-23.68685913,0.005131376,214.3453217,38.81980896,14.1540308,0.043829955,228.3355255,38.78143692,16.55556297
0.039180994,234.153183,38.83154297,14.94936466,-19.42855644,0.00513151,214.3503418,38.8197937,14.15456009,0.043831524,228.316803,38.7808342,16.53532219
0.039190765,234.1480408,38.83150101,14.95105457,-9.333410263,0.005128359,214.3547821,38.81977081,14.15534687,0.043834276,228.2967377,38.77952576,16.50794792
0.039194308,234.1218719,38.83147049,14.95460129,0.439190179,0.00511695,214.3477783,38.81975174,14.15565109,0.043849822,228.3044281,38.77789307,16.5024128
0.039115757,234.1772156,38.83160019,14.95140266,-17.98712349,0.005142955,214.3552399,38.81985092,14.15448093,0.043711487,228.3761444,38.7808876,16.56138611
0.03911069,234.1673279,38.83161926,14.9519453,-28.41458511,0.005138783,214.3480072,38.81985855,14.15405846,0.043717992,228.3931885,38.78105164,16.57820511
0.039108306,234.144455,38.83163071,14.95373726,-36.39247894,0.005129063,214.3359375,38.81985855,14.15360165,0.04373759,228.4157562,38.78072357,16.59752274
0.039111827,234.1360168,38.83163452,14.95412827,-38.40391922,0.005125126,214.3318481,38.81985474,14.1534729,0.043751195,228.4178772,38.78063965,16.60133743
0.039116338,234.1291504,38.83163071,14.95433521,-38.90085602,0.005121995,214.3287048,38.81985092,14.15337276,0.043764871,228.4179535,38.78058624,16.60365677
0.039121728,234.1242676,38.83163071,14.95433617,-36.38386536,0.005119841,214.3266754,38.81984329,14.15330601,0.04377811,228.4158478,38.78056717,16.60429955
0.039127905,234.1217804,38.83162308,14.95409966,-34.71409988,0.005118825,214.3259735,38.81983948,14.15328121,0.043790314,228.4112091,38.78059387,16.60297012
0.03913467,234.121521,38.83161545,14.95364952,-33.38083267,0.005118813,214.3264313,38.81983566,14.15329266,0.043801349,228.4042511,38.78066635,16.59986877
0.039141748,234.1225433,38.83161163,14.95307541,-32.42897415,0.005119362,214.3275299,38.81983185,14.15332508,0.043811701,228.3959808,38.78076553,16.59579277
0.03914867,234.1233826,38.831604,14.95252228,-30.9676075,0.005119848,214.328537,38.81982803,14.15335083,0.043822013,228.3881073,38.7808609,16.59200096
0.039155081,234.1232605,38.83159637,14.95208168,-29.95162582,0.00511994,214.3290253,38.8198204,14.15336037,0.043832425,228.3816223,38.78093338,16.58913422
0.039160803,234.1225433,38.83158875,14.95174885,-28.49507141,0.005119768,214.3292084,38.81981659,14.15336323,0.043842208,228.3763123,38.78097916,16.58686829
0.039168015,234.1304321,38.8315773,14.95077801,-26.59958649,0.005122921,214.3341522,38.81981277,14.15358257,0.043844603,228.3603363,38.78110886,16.57548904
0.039176211,234.13797,38.83155823,14.95025349,-22.47016525,0.005125619,214.3404846,38.81980133,14.15400982,0.043844484,228.3400269,38.78092194,16.55732155
0.039184775,234.1399994,38.83153152,14.95070171,-14.65259838,0.005125777,214.3459473,38.81978607,14.1545887,0.043845199,228.3202209,38.78025055,16.53543472
0.039189462,234.1356354,38.83151245,14.95164871,-1.657769561,0.005123524,214.3471222,38.81977463,14.15492821,0.043848481,228.3124237,38.77959442,16.52387428
0.039133314,234.2102051,38.83154678,14.94938183,-9.879306793,0.005156328,214.3786926,38.81982803,14.15583992,0.04369181,228.3176575,38.78047943,16.50606728
0.039119102,234.1916962,38.83158875,14.95050716,-25.68307877,0.005148805,214.3641357,38.81984711,14.15493584,0.04369862,228.3569183,38.78087234,16.5431881
0.039111041,234.1833649,38.83161545,14.95073795,-39.11917877,0.005145206,214.3560944,38.81985855,14.15437031,0.043702185,228.3777618,38.78130722,16.56516647
0.039105881,234.1505432,38.83163452,14.95341587,-43.04124069,0.005131319,214.3386078,38.81985855,14.15370274,0.043727748,228.4123535,38.78082657,16.59406853
0.039109446,234.1403351,38.83163834,14.95393658,-41.09568405,0.005126528,214.3336029,38.81985474,14.15354633,0.043743066,228.4155579,38.78071594,16.59896851
0.039114125,234.131546,38.83163834,14.95427895,-41.22303009,0.005122522,214.3294983,38.81985092,14.15341473,0.043758851,228.4168854,38.78063583,16.60249901
0.039119691,234.1244354,38.83163452,14.95443821,-39.9174881,0.005119425,214.3263702,38.81984711,14.15330982,0.043774523,228.4164581,38.78058243,16.60465622
0.039125934,234.1194305,38.83163071,14.95438957,-37.80926132,0.005117379,214.3244019,38.81983948,14.15323925,0.043789342,228.414032,38.78056717,16.60521126
0.039132625,234.1165009,38.83162308,14.95414925,-35.52750778,0.005116313,214.3235321,38.81983566,14.1532011,0.043802947,228.4096832,38.78059006,16.60423088
0.039139498,234.1150055,38.83161545,14.95378113,-33.83405304,0.005115898,214.32341,38.81983185,14.15318584,0.04381549,228.404068,38.78063965,16.60224342
0.039146237,234.1139679,38.83160782,14.95338726,-32.56649399,0.005115682,214.3234863,38.81982803,14.15317631,0.043827418,228.3983002,38.78069687,16.60005379
0.039152611,234.1127319,38.831604,14.95303822,-31.5989399,0.005115386,214.3234558,38.81982422,14.15316391,0.043838907,228.3930817,38.78074265,16.5981369
0.039158504,234.1114807,38.83159637,14.9527359,-29.87746811,0.005115062,214.32341,38.81981659,14.15315533,0.043849524,228.3882751,38.78077698,16.59629059
0.039164606,234.1136169,38.83158875,14.95221138,-29.56073189,0.005116033,214.3252106,38.81981277,14.15323353,0.043856617,228.3796082,38.78084183,16.59098625
0.0391725,234.125885,38.83157349,14.95091534,-25.61118698,0.00512092,214.33255,38.81980896,14.15355968,0.04385522,228.35849,38.78102112,16.57516098
0.039180867,234.1358643,38.83155441,14.95021343,-18.18001366,0.005124583,214.3401794,38.81979752,14.15404224,0.043852732,228.3355713,38.7808609,16.55472565
0.039186399,234.1334381,38.83153534,14.95084095,-5.316212177,0.005123176,214.3420258,38.81978607,14.15436935,0.043856446,228.3258972,38.78032684,16.54278374
0.039134551,234.2273865,38.8315239,14.9485302,3.124543905,0.005164114,214.3893585,38.81982803,14.15635109,0.043672711,228.3005676,38.78038788,16.48711014
0.03912862,234.2342834,38.8315506,14.94736004,-20.59703064,0.005166692,214.3887482,38.81983948,14.15603065,0.043665338,228.3057404,38.78117752,16.49756432
0.039116897,234.2057343,38.83158875,14.94950008,-34.76293564,0.005154673,214.3706818,38.81985092,14.15514183,0.043682083,228.3476715,38.781147,16.53504372
0.039108165,234.1896362,38.83161926,14.95043182,-46.84090805,0.005147625,214.3588409,38.81986237,14.15446854,0.043691549,228.3750153,38.7814064,16.56200981
0.039103542,234.156723,38.83163834,14.95308304,-47.52508926,0.005133506,214.3413086,38.81986237,14.15380955,0.043717828,228.4084015,38.78093338,16.59027481
0.039107207,234.1449738,38.83164215,14.95371437,-43.59123611,0.005127955,214.3355103,38.81985855,14.15363026,0.043734748,228.4124603,38.78080368,16.59607315
0.039111998,234.1341858,38.83164215,14.9542017,-41.41754913,0.005123052,214.3303833,38.81985092,14.15346622,0.043752614,228.4151764,38.78068924,16.60090446
0.039117649,234.1247711,38.83163834,14.95453072,-40.84621811,0.005118979,214.3261108,38.81984711,14.15332127,0.043770667,228.4166107,38.78059769,16.60468102
0.039123923,234.1172943,38.83163452,14.95466995,-39.46099854,0.00511593,214.322937,38.81984329,14.15320587,0.043787979,228.4163666,38.78054047,16.60708427
0.039130572,234.1119232,38.83163071,14.95462036,-37.70029068,0.005113904,214.3208618,38.81983566,14.1531229,0.043803953,228.4143829,38.78051758,16.6080246
0.039137349,234.1082458,38.83162308,14.95442867,-35.69559479,0.00511266,214.3196716,38.81983185,14.15306664,0.043818548,228.4110413,38.78052521,16.60782051
0.039144024,234.105545,38.83161545,14.95416832,-34.26211929,0.005111849,214.3189545,38.81982803,14.15302563,0.043832049,228.4070587,38.7805481,16.6070118
0.039150439,234.103302,38.83160782,14.95389652,-33.16267395,0.005111222,214.3184662,38.81982422,14.1529932,0.043844644,228.4029694,38.7805748,16.60595703
0.039156511,234.1015472,38.83160019,14.95362091,-31.71880913,0.005110776,214.3182068,38.81981659,14.15297413,0.043856114,228.3986664,38.78059769,16.60453033
0.039162256,234.1009216,38.83159256,14.95329857,-30.83696175,0.005110738,214.3185272,38.81981277,14.15298271,0.043865778,228.3935089,38.7806282,16.60215569
0.039168306,234.1045532,38.83158493,14.95267868,-27.35452461,0.005112325,214.3211212,38.81980896,14.15309334,0.043871164,228.3835144,38.7807045,16.59557343
0.039178763,234.1280518,38.83156586,14.95049572,-20.05044937,0.005121584,214.334671,38.81980133,14.15369797,0.04386124,228.3479767,38.78101349,16.56774521
0.039185759,234.1235504,38.83153915,14.95146847,-8.787073135,0.005119226,214.3365326,38.81978607,14.15411472,0.043866757,228.3366852,38.78026199,16.55286026
0.039196465,234.1274567,38.83150482,14.95204258,0.427804589,0.005119872,214.3443909,38.819767,14.15491581,0.043865204,228.3096924,38.77936935,16.5228138
0.039112017,234.2254181,38.83157349,14.9486208,-17.46800232,0.005164562,214.381546,38.81985855,14.15553379,0.043653943,228.3400726,38.78117371,16.52248573
0.039113436,234.2258759,38.83158112,14.9482584,-32.14535904,0.005163955,214.3808899,38.81985855,14.15547943,0.043657057,228.3366852,38.78138351,16.52284431
0.039106328,234.2037811,38.83160782,14.9498558,-43.9143219,0.005154141,214.3671722,38.81986237,14.15484715,0.043672029,228.3648376,38.78134537,16.54894638
0.039102446,234.1867828,38.83162689,14.95095634,-50.39463425,0.005146292,214.3565979,38.81986618,14.1543684,0.043685958,228.3838501,38.78136063,16.56791878
0.03910125,234.162262,38.83164215,14.95279789,-51.53961563,0.00513532,214.3436584,38.81986237,14.15390968,0.04370854,228.4046173,38.78103256,16.58674812
0.039105095,234.1491699,38.83164597,14.95351791,-47.48436356,0.005129106,214.3371735,38.81985855,14.15371037,0.043726958,228.4092712,38.78088379,16.59324265
0.039109975,234.1364746,38.83164597,14.95414639,-41.98531723,0.005123353,214.3311005,38.81985474,14.15351486,0.043746784,228.4133759,38.78074265,16.5993309
0.03911566,234.1248932,38.83164597,14.95464039,-41.46674347,0.005118361,214.3257446,38.81984711,14.15333366,0.043767028,228.4165955,38.78061295,16.60466194
0.039121933,234.1151733,38.83164215,14.95495129,-40.01905441,0.005114409,214.3214569,38.81984329,14.15317822,0.043786537,228.4183807,38.78051376,16.60874176
0.039128553,234.1076813,38.83163452,14.95506668,-39.47754669,0.00511156,214.3183594,38.81983566,14.15305614,0.043804578,228.4184418,38.78045273,16.61134148
0.0391353,234.1021881,38.83162689,14.955019,-37.06081772,0.005109641,214.3162842,38.81983185,14.15296555,0.043820951,228.4169922,38.78042221,16.61262131
0.039141975,234.0981293,38.83162308,14.95486641,-35.74079514,0.005108363,214.3149414,38.81982803,14.15289783,0.043835849,228.414505,38.7804184,16.61295891
0.039148472,234.0950623,38.83161545,14.95465374,-33.8118515,0.005107496,214.3140717,38.81982422,14.1528492,0.043849446,228.4113617,38.78042603,16.61262131
0.039154749,234.0929718,38.83160782,14.95439148,-32.7064209,0.005107002,214.3137054,38.81981659,14.15282154,0.04386165,228.4074554,38.78044128,16.61150932
0.039160814,234.0922699,38.83160019,14.95405006,-31.13743401,0.005107025,214.3140411,38.81981277,14.15282536,0.043871962,228.4022827,38.7804718,16.60918045
0.03916664,234.0935516,38.83159256,14.9535923,-27.27557373,0.005107772,214.3153687,38.81980896,14.15287495,0.043879721,228.3952484,38.78052521,16.60512924
0.039177213,234.11586,38.83156967,14.95147228,-21.35042381,0.005116628,214.3282928,38.81980133,14.15344715,0.043871403,228.3610382,38.78082657,16.57854271
0.039185084,234.1059723,38.83153915,14.95313931,-11.90295506,0.005111992,214.3286591,38.81978226,14.1539135,0.043880656,228.3515625,38.77975845,16.56292343
0.039196931,234.1068573,38.83149719,14.95420837,-6.346733093,0.005111286,214.3362122,38.81975937,14.154809,0.043880839,228.3238068,38.77859116,16.53009987
0.039200827,234.0603638,38.83145523,14.96003628,0.681070685,0.005091438,214.3215942,38.81972885,14.15506363,0.0439105,228.3449097,38.77609253,16.53016281
0.039099619,234.2414856,38.83159637,14.94717884,-8.587350845,0.005172452,214.3853455,38.81987762,14.15529537,0.043628737,228.3495178,38.78201294,16.53242111
0.039099839,234.2359009,38.83160019,14.94756699,-27.15479279,0.005169594,214.3823547,38.81987762,14.15520668,0.043634322,228.352478,38.7819519,16.53576088
0.039099671,234.2241058,38.83160782,14.94842529,-43.97848511,0.005163746,214.3759918,38.81987381,14.15500736,0.043645367,228.3601379,38.78181458,16.54358864
0.039097808,234.203598,38.83162308,14.95000458,-54.23905945,0.00515413,214.3648987,38.81987381,14.1546278,0.043662697,228.3770752,38.78155899,16.55922508
0.039097343,234.1837311,38.83163834,14.95145988,-56.52924347,0.005144724,214.3542938,38.81987,14.15427494,0.043681357,228.3916168,38.78131485,16.57329941
0.039099142,234.1666565,38.83164597,14.95258713,-53.85002136,0.005136559,214.3454437,38.81986618,14.15399361,0.043700568,228.4012604,38.78111649,16.58376503
0.039103154,234.1523438,38.83164978,14.95339108,-48.60087204,0.005129746,214.3383331,38.81985855,14.15377712,0.043720361,228.4064941,38.78095245,16.59090614
0.039108079,234.1379089,38.83165359,14.95414925,-42.95617294,0.005123223,214.3313751,38.81985474,14.15355301,0.043741934,228.4118958,38.78078079,16.59815598
0.039113767,234.1244354,38.83164978,14.95478821,-42.17579269,0.00511744,214.3250885,38.81984711,14.15333939,0.043763999,228.4167175,38.78062057,16.60484695
0.039120018,234.1128998,38.83164597,14.95524311,-40.20301819,0.005112752,214.3199005,38.81984329,14.15315151,0.043785285,228.4201965,38.78048706,16.61031723
0.039126612,234.1037445,38.83164215,14.95548916,-39.85998154,0.00510927,214.3159943,38.81983566,14.15299892,0.043804936,228.4219208,38.78039169,16.61423683
0.039133336,234.0968628,38.83163452,14.9555521,-38.4798851,0.005106861,214.3132629,38.81983185,14.15288162,0.043822695,228.4219666,38.78033447,16.6166687
0.039140042,234.0917969,38.83162689,14.95547676,-36.28639603,0.005105266,214.3114624,38.81982803,14.15279388,0.043838691,228.4206696,38.78030777,16.61789513
0.039146636,234.08815,38.83161926,14.95530415,-32.44804001,0.005104269,214.3103485,38.81982422,14.15273094,0.043853089,228.4182892,38.78030014,16.61811256
0.039153136,234.085907,38.83161163,14.95503807,-31.90054893,0.00510382,214.309967,38.81981659,14.15269756,0.043865871,228.4146118,38.7803154,16.61717415
0.039159574,234.0854187,38.831604,14.9546566,-30.25592804,0.005104019,214.3104553,38.81981277,14.15270424,0.043876648,228.4091492,38.78034973,16.61466789
0.039165899,234.0870819,38.83159256,14.95413589,-26.51589775,0.005105002,214.3120422,38.81980896,14.1527586,0.043884881,228.401474,38.78041077,16.61021233
0.039176095,234.1065826,38.83157349,14.95221138,-21.33787727,0.005112837,214.3234253,38.81980133,14.15325642,0.043879248,228.3708649,38.78068542,16.5867157
0.039186165,234.1130066,38.83154678,14.95213032,-14.04452801,0.005114916,214.3309479,38.81978607,14.15387726,0.043878846,228.3463287,38.78016663,16.56206322
0.039197776,234.1115417,38.83150101,14.95344448,-16.94959641,0.005113286,214.3374786,38.81975937,14.15474892,0.043880593,228.320816,38.77891922,16.53060913
0.039203029,234.0896454,38.83146667,14.95656586,-5.069360733,0.005103622,214.3328094,38.8197403,14.15514374,0.043894421,228.3226776,38.77737045,16.52072144
0.039095689,234.2243042,38.83159256,14.94907284,-20.69706345,0.005165829,214.3776398,38.81987762,14.15508842,0.043637227,228.3689575,38.78144073,16.54427528
0.039092287,234.2233276,38.83161163,14.94890594,-37.94073105,0.005164798,214.3751068,38.81988144,14.15488529,0.043636356,228.3740387,38.78173447,16.55152893
0.039089907,234.2055817,38.83162689,14.95032501,-52.85540771,0.005156255,214.3653717,38.81988144,14.154562,0.043649986,228.388855,38.78151321,16.56510735
0.039091662,234.1957245,38.83163452,14.95091915,-62.31480408,0.005150661,214.3600311,38.81987762,14.15443039,0.043661512,228.3907166,38.78143692,16.56926155
0.03909409,234.1837616,38.83164215,14.95163345,-63.69752884,0.005144227,214.3537292,38.81987381,14.1542635,0.04367619,228.3937836,38.78133011,16.57465744
0.039097328,234.169693,38.83164978,14.9524622,-56.78647232,0.005137122,214.3465271,38.81986618,14.15405846,0.043694306,228.398407,38.78118134,16.58143997
0.039101418,234.1540985,38.83165741,14.95335865,-48.3354454,0.005129713,214.3387756,38.81986237,14.1538229,0.043715402,228.4044189,38.78100204,16.58933258
